lat,lon,value,power,crl,flag
82.32740166974669,9.782407031807287,"{""a"": 85.32480274805988, ""s"": 4.010068985522648, ""mu"": 1.7240129326082674, ""pt"": 0.010135784098652277, ""ID"": -1}","{""pt"": 38.635736205450314, ""pc"": 38.62150585919445, ""pn"": 17.438742027772157, ""pc-pn"": 21.182763831422292, ""mu"": 1.7240129326082674}",0.9890793907946867,1
82.25213046707039,10.175510843043202,"{""a"": 84.65109923101001, ""s"": 5.320671267347068, ""mu"": 1.5167333246680756, ""pt"": 0.010140030359996666, ""ID"": -1}","{""pt"": 38.559966028662984, ""pc"": 38.55265203965216, ""pn"": 19.338720791258396, ""pc-pn"": 19.213931248393763, ""mu"": 1.5167333246680756}",0.9802048135952719,1
82.17650910287101,10.561010691196385,"{""a"": 84.79787997021751, ""s"": 4.142494391227198, ""mu"": 2.585473387758982, ""pt"": 0.00992679751735573, ""ID"": -1}","{""pt"": 38.50416861534049, ""pc"": 38.5676998921283, ""pn"": 19.480939257567165, ""pc-pn"": 19.086760634561138, ""mu"": 2.585473387758982}",0.9922662743655664,1
82.10054800168207,10.93909118319215,"{""a"": 85.4506685941802, ""s"": 4.784235190345217, ""mu"": 1.9668424869497225, ""pt"": 0.009887869026557385, ""ID"": -1}","{""pt"": 38.52419019027369, ""pc"": 38.63430930266282, ""pn"": 19.544246192016356, ""pc-pn"": 19.090063110646465, ""mu"": 1.9668424869497225}",0.9912364725622006,1
82.02425724035011,11.309932474020215,"{""a"": 85.58652622032085, ""s"": 3.8575614952805033, ""mu"": 2.5468144442369485, ""pt"": 0.009931923522136718, ""ID"": -1}","{""pt"": 38.587948348243124, ""pc"": 38.648107992434426, ""pn"": 18.796530161438984, ""pc-pn"": 19.851577830995442, ""mu"": 2.5468144442369485}",0.997481812072287,1
81.94764656023848,11.67371031288479,"{""a"": 85.61150909881817, ""s"": 4.175216535528207, ""mu"": 1.8564952876562906, ""pt"": 0.010160358811901724, ""ID"": -1}","{""pt"": 38.648240048780536, ""pc"": 38.650643051047744, ""pn"": 18.110818545189574, ""pc-pn"": 20.53982450585817, ""mu"": 1.8564952876562906}",0.9976479764998546,1
81.87072537907046,12.030596096537868,"{""a"": 84.81844085710507, ""s"": 2.046313266465478, ""mu"": 9.999999714278335, ""pt"": 0.009827235153074636, ""ID"": -1}","{""pt"": 38.556910716634825, ""pc"": 38.56980569886164, ""pn"": 19.229742229293013, ""pc-pn"": 19.34006346956863, ""mu"": 9.999999714278335}",0.9794117659270921,1
81.71598763479244,12.724355685422362,"{""a"": 84.76317599467708, ""s"": 2.8036095554815623, ""mu"": 9.996879025747209, ""pt"": 0.008867270854999137, ""ID"": -1}","{""pt"": 38.60468751957246, ""pc"": 38.564144418802904, ""pn"": 21.96329495339741, ""pc-pn"": 16.600849465405496, ""mu"": 9.996879025747209}",0.5711299743016576,1
81.63818839047602,13.061551083328117,"{""a"": 85.5788086066636, ""s"": 2.5104412464860326, ""mu"": 9.990682757129228, ""pt"": 0.009093374910853644, ""ID"": -1}","{""pt"": 38.63389816869842, ""pc"": 38.647324722380255, ""pn"": 21.001252878201655, ""pc-pn"": 17.6460718441786, ""mu"": 9.990682757129228}",0.6369278416121612,1
81.56011330387146,13.3924977537511,"{""a"": 85.54171211753665, ""s"": 2.581139945008052, ""mu"": 9.97638461113252, ""pt"": 0.009082194248990016, ""ID"": -1}","{""pt"": 38.604643366522794, ""pc"": 38.64355876825388, ""pn"": 21.236262832231688, ""pc-pn"": 17.407295936022194, ""mu"": 9.97638461113252}",0.5929354447504328,1
81.48177033960155,13.717346318360331,"{""a"": 88.52554417290278, ""s"": 4.682725704597905, ""mu"": 1.133809753086442, ""pt"": 0.010088269092902022, ""ID"": -1}","{""pt"": 38.6777877303838, ""pc"": 38.941372101556944, ""pn"": 16.965676227329112, ""pc-pn"": 21.97569587422783, ""mu"": 1.133809753086442}",0.9003748560303347,1
81.40316720222852,14.036243467926484,"{""a"": 88.06641343915398, ""s"": 4.48809923660014, ""mu"": 1.0057218465142457, ""pt"": 0.009725216024334958, ""ID"": -1}","{""pt"": 38.86294881252127, ""pc"": 38.89620619567286, ""pn"": 16.076327818615322, ""pc-pn"": 22.819878377057538, ""mu"": 1.0057218465142457}",0.913554019195014,1
81.32431134564486,14.349332042947134,"{""a"": 89.49594542607318, ""s"": 2.270732063194167, ""mu"": 1.778434414504313, ""pt"": 0.009968691802258086, ""ID"": -1}","{""pt"": 39.0193489346088, ""pc"": 39.03606720487238, ""pn"": 12.633996341251567, ""pc-pn"": 26.402070863620814, ""mu"": 1.778434414504313}",0.9848945879917518,1
81.2452099821369,14.656751115760429,"{""a"": 90.03797114923759, ""s"": 3.3771647180362505, ""mu"": 0.9992988401370215, ""pt"": 0.009923016705151291, ""ID"": -1}","{""pt"": 39.08980568832778, ""pc"": 39.08851400719651, ""pn"": 13.578298659142515, ""pc-pn"": 25.510215348053993, ""mu"": 0.9992988401370215}",0.9470021139275677,1
81.165870091128,14.958636073720868,"{""a"": 90.72692965206562, ""s"": 2.290351492769418, ""mu"": 1.414280807464551, ""pt"": 0.010065203785845087, ""ID"": -1}","{""pt"": 39.15428751173043, ""pc"": 39.1547242777841, ""pn"": 11.71369917896322, ""pc-pn"": 27.44102509882088, ""mu"": 1.414280807464551}",0.9733435039680173,1
81.08629842760982,15.255118703057772,"{""a"": 90.81064445934152, ""s"": 1.681926530291486, ""mu"": 1.9617705498774343, ""pt"": 0.01000287082544265, ""ID"": -1}","{""pt"": 39.1406378062862, ""pc"": 39.162735155225555, ""pn"": 10.452922484328372, ""pc-pn"": 28.709812670897183, ""mu"": 1.9617705498774343}",0.9908890733164197,1
81.00650153026974,15.54632727307906,"{""a"": 90.40460288571526, ""s"": 2.7704924277788585, ""mu"": 1.4205844349970556, ""pt"": 0.009972223604641173, ""ID"": -1}","{""pt"": 39.04765818497438, ""pc"": 39.123810856626086, ""pn"": 13.386109825611697, ""pc-pn"": 25.73770103101439, ""mu"": 1.4205844349970556}",0.9348956807262879,1
80.92648572932282,15.832386620422204,"{""a"": 90.06268389405417, ""s"": 2.9670138050552, ""mu"": 1.5862472119909377, ""pt"": 0.009907708687088236, ""ID"": -1}","{""pt"": 38.990072890993545, ""pc"": 39.09089769842102, ""pn"": 14.460400014985524, ""pc-pn"": 24.630497683435493, ""mu"": 1.5862472119909377}",0.9034373082607234,1
80.84625715405689,16.1134182330893,"{""a"": 90.04462612451873, ""s"": 2.2344302997980923, ""mu"": 2.2464888427069085, ""pt"": 0.009935211389018652, ""ID"": -1}","{""pt"": 38.99169490008408, ""pc"": 39.0891559835089, ""pn"": 13.508678855452892, ""pc-pn"": 25.58047712805601, ""mu"": 2.2464888427069085}",0.9212992475623091,1
