lat,lon,value,power,crl,flag
73.610995714181,-158.40908104175057,"{""a"": 89.81329479811055, ""s"": 3.1169276614106742, ""mu"": 1.4721355586320177, ""pt"": 0.009878624855411307, ""ID"": -1}","{""pt"": 39.06145646349473, ""pc"": 39.06681257523757, ""pn"": 14.564312449529098, ""pc-pn"": 24.502500125708472, ""mu"": 1.4721355586320177}",0.9858505001785103,1
73.69402476172527,-158.53711407528021,"{""a"": 89.55708779725433, ""s"": 3.781955893387258, ""mu"": 1.541124224143969, ""pt"": 0.010042166616110862, ""ID"": -1}","{""pt"": 38.989330576966935, ""pc"": 39.04199925639222, ""pn"": 16.44300561875793, ""pc-pn"": 22.598993637634287, ""mu"": 1.541124224143969}",0.9780244572048911,1
73.77698916559926,-158.66647437779628,"{""a"": 86.92000369565243, ""s"": 7.62082826576161, ""mu"": 1.0321590289746405, ""pt"": 0.009642169713544988, ""ID"": -1}","{""pt"": 38.77981385590921, ""pc"": 38.78239472227517, ""pn"": 20.787809615924218, ""pc-pn"": 17.994585106350954, ""mu"": 1.0321590289746405}",0.8933237629071248,1
73.85988752908031,-158.79718135619035,"{""a"": 84.2182967757544, ""s"": 1.7034241250744542, ""mu"": 8.380103140619024, ""pt"": 0.010636654866461197, ""ID"": -1}","{""pt"": 38.614413483128295, ""pc"": 38.50812908070865, ""pn"": 16.86924947001757, ""pc-pn"": 21.638879610691077, ""mu"": 8.380103140619024}",0.9579789126658464,1
73.94271842958753,-158.929254767451,"{""a"": 82.34625501750446, ""s"": 3.316750208423093, ""mu"": 1.5981486259085746, ""pt"": 0.010174955705229494, ""ID"": -1}","{""pt"": 38.47726573695128, ""pc"": 38.31287705804121, ""pn"": 15.460726915899334, ""pc-pn"": 22.852150142141873, ""mu"": 1.5981486259085746}",0.9677285646184265,1
74.02548041807556,-159.06271472572536,"{""a"": 81.79849049826215, ""s"": 4.41906665071482, ""mu"": 1.2691687842657144, ""pt"": 0.01019048672084306, ""ID"": -1}","{""pt"": 38.5219777890332, ""pc"": 38.25490578630567, ""pn"": 16.952104813145947, ""pc-pn"": 21.302800973159723, ""mu"": 1.2691687842657144}",0.9151273775500407,1
74.10817201841228,-159.19758170952048,"{""a"": 81.62402334707092, ""s"": 5.126257891799562, ""mu"": 1.1522201079491177, ""pt"": 0.010247606424947821, ""ID"": -1}","{""pt"": 38.526737135171864, ""pc"": 38.236359957328055, ""pn"": 17.821663474754036, ""pc-pn"": 20.41469648257402, ""mu"": 1.1522201079491177}",0.9071202377096351,1
74.19079172673996,-159.33387656904674,"{""a"": 81.21833396017162, ""s"": 4.9044746187593615, ""mu"": 1.1185719523991895, ""pt"": 0.010190058170280254, ""ID"": -1}","{""pt"": 38.49553622864751, ""pc"": 38.193081530382706, ""pn"": 17.308789037883, ""pc-pn"": 20.884292492499707, ""mu"": 1.1185719523991895}",0.9142497412073161,1
74.43820403131718,-159.75154263791208,"{""a"": 80.91533126302964, ""s"": 1.0930113698889559, ""mu"": 3.734982700300036, ""pt"": 0.01008254306040562, ""ID"": -1}","{""pt"": 38.163944173426394, ""pc"": 38.16061632893579, ""pn"": 9.50567949568554, ""pc-pn"": 28.654936833250247, ""mu"": 3.734982700300036}",0.9947020125635926,1
74.5205205552037,-159.89376520164066,"{""a"": 81.90453275731481, ""s"": 4.345141973216915, ""mu"": 1.0160654964963935, ""pt"": 0.010385750176705606, ""ID"": -1}","{""pt"": 38.266162031949314, ""pc"": 38.2661587426606, ""pn"": 15.839596418458385, ""pc-pn"": 22.426562324202216, ""mu"": 1.0160654964963935}",0.8757265025737807,1
