lat,lon,value,power,crl,flag
79.77772004957453,52.76516601842534,"{""a"": 87.28808794049814, ""s"": 1.537710599661092, ""mu"": 9.998886166811673, ""pt"": 0.009426690669396285, ""ID"": -1}","{""pt"": 38.713783092485855, ""pc"": 38.81909960614064, ""pn"": 16.74730835867846, ""pc-pn"": 22.07179124746218, ""mu"": 9.998886166811673}",0.9655122472376263,1
79.68694942440773,52.69605172201657,"{""a"": 89.27683625262358, ""s"": 3.0880051799138237, ""mu"": 1.9182538301674559, ""pt"": 0.009872240241857587, ""ID"": -1}","{""pt"": 38.86524122088895, ""pc"": 39.014775831159284, ""pn"": 15.632921100173217, ""pc-pn"": 23.381854730986067, ""mu"": 1.9182538301674559}",0.954968381764674,1
79.5961765949164,52.62814966858072,"{""a"": 88.64474680345722, ""s"": 1.3318160108431414, ""mu"": 9.998956266656482, ""pt"": 0.009690707152890108, ""ID"": -1}","{""pt"": 38.86444078496521, ""pc"": 38.9530600775047, ""pn"": 15.498731277250783, ""pc-pn"": 23.45432880025392, ""mu"": 9.998956266656482}",0.9255221564141856,1
79.50540205663846,52.56142842766696,"{""a"": 89.73917446967087, ""s"": 3.851991647661483, ""mu"": 1.5960066878061012, ""pt"": 0.009908358710753917, ""ID"": -1}","{""pt"": 38.845575842457684, ""pc"": 39.05964140090664, ""pn"": 16.75435376053725, ""pc-pn"": 22.305287640369393, ""mu"": 1.5960066878061012}",0.9052173714695652,1
79.41462629178979,52.49585763972987,"{""a"": 89.4863849724424, ""s"": 5.41761249893709, ""mu"": 1.4095225088462973, ""pt"": 0.009922368579588187, ""ID"": -1}","{""pt"": 38.762044400367955, ""pc"": 39.03513928036698, ""pn"": 19.177178880071448, ""pc-pn"": 19.85796040029553, ""mu"": 1.4095225088462973}",0.7956428925248266,1
79.32384976982416,52.43140797117251,"{""a"": 88.62426774554785, ""s"": 5.342113461647651, ""mu"": 1.7732591684047811, ""pt"": 0.009752619960615418, ""ID"": -1}","{""pt"": 38.69851424088006, ""pc"": 38.95105319730473, ""pn"": 20.052284252621078, ""pc-pn"": 18.898768944683653, ""mu"": 1.7732591684047811}",0.7252411355328855,1
79.23307294796501,52.36805107162219,"{""a"": 89.04604266118848, ""s"": 5.66333008692444, ""mu"": 1.3714186384871194, ""pt"": 0.009937098369451605, ""ID"": -1}","{""pt"": 38.70440875373881, ""pc"": 38.99229247068531, ""pn"": 19.44343793577808, ""pc-pn"": 19.54885453490723, ""mu"": 1.3714186384871194}",0.8264370650811259,1
79.14229627171062,52.305759533310834,"{""a"": 88.39085249415432, ""s"": 4.8986553211203985, ""mu"": 1.8201374823407448, ""pt"": 0.009793773903086134, ""ID"": -1}","{""pt"": 38.67580641931201, ""pc"": 38.92814645029056, ""pn"": 19.412879543658658, ""pc-pn"": 19.515266906631904, ""mu"": 1.8201374823407448}",0.8553694450477428,1
79.05152017531448,52.244506852441184,"{""a"": 89.54867227432064, ""s"": 4.938843223497043, ""mu"": 1.241478740040662, ""pt"": 0.010008030941397532, ""ID"": -1}","{""pt"": 38.68640139711435, ""pc"": 39.04118302018101, ""pn"": 17.822197631009576, ""pc-pn"": 21.218985389171433, ""mu"": 1.241478740040662}",0.8748508555255597,1
78.96074508224194,52.18426739242686,"{""a"": 89.74820057822762, ""s"": 6.5713195939129, ""mu"": 0.9075922493101385, ""pt"": 0.009999975087838857, ""ID"": -1}","{""pt"": 38.703677845555056, ""pc"": 39.06051499753516, ""pn"": 18.94225953028355, ""pc-pn"": 20.118255467251608, ""mu"": 0.9075922493101385}",0.8720448990104791,1
78.86997140560469,52.1250163489018,"{""a"": 89.67175644261144, ""s"": 5.125332293429959, ""mu"": 1.1700579834319633, ""pt"": 0.009917041092892777, ""ID"": -1}","{""pt"": 38.75041583794767, ""pc"": 39.05311353142579, ""pn"": 17.88681434832511, ""pc-pn"": 21.166299183100676, ""mu"": 1.1700579834319633}",0.8818038960588765,1
78.7791995485743,52.066729716401085,"{""a"": 90.05046172412156, ""s"": 5.357071499759296, ""mu"": 1.124353284844805, ""pt"": 0.009971649480801483, ""ID"": -1}","{""pt"": 38.78827150119999, ""pc"": 39.08971887919635, ""pn"": 18.09787674410185, ""pc-pn"": 20.991842135094497, ""mu"": 1.124353284844805}",0.8580695338945213,1
78.68842990477573,52.00938425662125,"{""a"": 90.38418877373921, ""s"": 4.119835655406614, ""mu"": 1.3207403398547726, ""pt"": 0.010030802273807501, ""ID"": -1}","{""pt"": 38.75707761940783, ""pc"": 39.12184928895578, ""pn"": 16.516072223490546, ""pc-pn"": 22.605777065465233, ""mu"": 1.3207403398547726}",0.8364059890051116,1
78.59766285866245,51.95295746817392,"{""a"": 90.55489427001791, ""s"": 2.839974928652465, ""mu"": 1.4614361862642948, ""pt"": 0.009983719823097904, ""ID"": -1}","{""pt"": 38.81432843616907, ""pc"": 39.1382385567277, ""pn"": 13.724388644754606, ""pc-pn"": 25.413849911973095, ""mu"": 1.4614361862642948}",0.8991498742749536,1
78.50689878587349,51.897427557751755,"{""a"": 90.71333807155945, ""s"": 3.5114805662623882, ""mu"": 1.148298958196048, ""pt"": 0.009996270825781523, ""ID"": -1}","{""pt"": 38.824433445464074, ""pc"": 39.15342296832302, ""pn"": 14.520655049203896, ""pc-pn"": 24.632767919119125, ""mu"": 1.148298958196048}",0.879320706444585,1
78.416138053574,51.84277341263095,"{""a"": 90.8433058646956, ""s"": 2.638384238858567, ""mu"": 1.5336765963816703, ""pt"": 0.009998773271870582, ""ID"": -1}","{""pt"": 38.814241148348756, ""pc"": 39.16585860357205, ""pn"": 13.29439873889105, ""pc-pn"": 25.871459864680997, ""mu"": 1.5336765963816703}",0.8834227844620188,1
78.32538102078159,51.7889745744388,"{""a"": 90.80494674164687, ""s"": 2.0522267682632696, ""mu"": 2.138184554843239, ""pt"": 0.010044433378186477, ""ID"": -1}","{""pt"": 38.81182843710366, ""pc"": 39.162190160748224, ""pn"": 12.555258798438784, ""pc-pn"": 26.60693136230944, ""mu"": 2.138184554843239}",0.8807442606939797,1
78.23462803866946,51.73601121411936,"{""a"": 91.09676699202438, ""s"": 3.821338087428707, ""mu"": 1.1869759756804734, ""pt"": 0.010023781982100249, ""ID"": -1}","{""pt"": 38.78859298984033, ""pc"": 39.19005928425938, ""pn"": 15.399028505586987, ""pc-pn"": 23.79103077867239, ""mu"": 1.1869759756804734}",0.822357049462603,1
78.14387945087141,51.68386410803412,"{""a"": 90.70158707319996, ""s"": 4.65314234455597, ""mu"": 1.0932368590162345, ""pt"": 0.009978622068145503, ""ID"": -1}","{""pt"": 38.80980809426758, ""pc"": 39.15229772600959, ""pn"": 16.75236937912591, ""pc-pn"": 22.399928346883684, ""mu"": 1.0932368590162345}",0.8318536436725104,1
78.05313559375762,51.63251461513847,"{""a"": 90.43826737868996, ""s"": 5.0655187465210805, ""mu"": 1.1553063671946544, ""pt"": 0.009975300795226062, ""ID"": -1}","{""pt"": 38.85636114107814, ""pc"": 39.127044670308095, ""pn"": 17.729750163937346, ""pc-pn"": 21.39729450637075, ""mu"": 1.1553063671946544}",0.847992208024946,1
